project language,project,owner,code language,#,percentil 25,percentil 50,percentil 75,percentil 90,percentil 95,percentil 97,percentil 98,percentil 99
Dart,getx.csv,jonataslaw,Objective-C,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Dart,getx.csv,jonataslaw,Swift,6,7.0,8.0,11.0,12.0,12.0,12.0,12.0,12.0
Dart,gsy_github_app_flutter.csv,CarGuo,Dart,237,28.0,51.0,124.0,219.0,296.0,350.0,388.0,434.0
Dart,gsy_github_app_flutter.csv,CarGuo,JavaScript,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dart,gsy_github_app_flutter.csv,CarGuo,Kotlin,2,21.0,29.0,38.0,43.0,45.0,45.0,46.0,46.0
Dart,gsy_github_app_flutter.csv,CarGuo,Swift,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Perl,EQGRP.csv,x0rz,JavaScript,5,42.0,80.0,95.0,153.0,172.0,180.0,184.0,188.0
Perl,EQGRP.csv,x0rz,Perl,189,87.0,199.0,336.0,801.0,1081.0,1220.0,1344.0,2160.0
Perl,EQGRP.csv,x0rz,Python,108,37.0,74.0,163.0,433.0,561.0,834.0,868.0,890.0
Perl,Th3inspector.csv,Moham3dRiahi,Perl,1,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0
Perl,imapsync.csv,imapsync,JavaScript,14,8.0,108.0,488.0,658.0,2747.0,4298.0,5074.0,5850.0
Perl,imapsync.csv,imapsync,Perl,4,19.0,67.0,3945.0,10841.0,13140.0,14059.0,14519.0,14979.0
Perl,imapsync.csv,imapsync,Python,1,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0
Perl,Expose.csv,Jack000,JavaScript,4,55.0,136.0,273.0,405.0,449.0,467.0,476.0,485.0
Perl,Expose.csv,Jack000,Perl,1,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0
Perl,pgbadger.csv,darold,JavaScript,17,249.0,508.0,864.0,3590.0,6808.0,7176.0,7360.0,7544.0
Perl,pgbadger.csv,darold,Perl,4,67.0,581.0,5905.0,14573.0,17461.0,18617.0,19195.0,19773.0
Perl,FlameGraph.csv,brendangregg,PHP,1,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0
Perl,FlameGraph.csv,brendangregg,Perl,28,28.0,43.0,55.0,114.0,215.0,387.0,606.0,824.0
Perl,FlameGraph.csv,brendangregg,Python,1,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
Perl,ua-parser.csv,tobie,C#,11,21.0,37.0,74.0,101.0,220.0,267.0,291.0,315.0
Perl,ua-parser.csv,tobie,C++,5,95.0,103.0,155.0,163.0,166.0,167.0,167.0,168.0
Perl,ua-parser.csv,tobie,Go,8,42.0,57.0,71.0,96.0,123.0,133.0,139.0,144.0
Perl,ua-parser.csv,tobie,Haskell,3,59.0,115.0,128.0,135.0,138.0,139.0,139.0,140.0
Perl,ua-parser.csv,tobie,Java,31,27.0,27.0,52.0,82.0,89.0,93.0,98.0,103.0
Perl,ua-parser.csv,tobie,JavaScript,15,16.0,37.0,65.0,84.0,3338.0,6372.0,7888.0,9405.0
Perl,ua-parser.csv,tobie,PHP,36,14.0,24.0,38.0,59.0,128.0,156.0,161.0,164.0
Perl,ua-parser.csv,tobie,Perl,6,42.0,87.0,222.0,354.0,399.0,417.0,426.0,435.0
Perl,ua-parser.csv,tobie,Python,4,44.0,111.0,201.0,269.0,292.0,301.0,305.0,310.0
Perl,gitolite.csv,sitaramc,Perl,121,32.0,70.0,106.0,178.0,303.0,367.0,438.0,472.0
Perl,rsnapshot.csv,rsnapshot,Perl,5,104.0,132.0,362.0,2594.0,3338.0,3636.0,3785.0,3934.0
Perl,mojo.csv,mojolicious,JavaScript,9,0.0,0.0,1.0,90.0,266.0,337.0,372.0,407.0
Perl,mojo.csv,mojolicious,Perl,169,9.0,34.0,89.0,162.0,201.0,228.0,258.0,284.0
Perl,sqitch.csv,sqitchers,Perl,124,67.0,176.0,393.0,646.0,873.0,1010.0,1423.0,1746.0
Perl,exiftool.csv,exiftool,Perl,235,150.0,433.0,1376.0,2920.0,5817.0,8665.0,9688.0,11222.0
Perl,postgresqltuner.csv,jfcoz,Perl,1,1091.0,1091.0,1091.0,1091.0,1091.0,1091.0,1091.0,1091.0
Perl,sicp-pdf.csv,sarabander,Perl,2,127.0,214.0,302.0,354.0,372.0,379.0,382.0,386.0
Perl,sicp-pdf.csv,sarabander,Ruby,1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
Perl,LANraragi.csv,Difegue,JavaScript,15,65.0,186.0,257.0,609.0,738.0,828.0,873.0,918.0
Perl,LANraragi.csv,Difegue,Perl,80,53.0,102.0,167.0,232.0,285.0,312.0,326.0,357.0
Perl,LANraragi.csv,Difegue,Ruby,1,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
Perl,diff-so-fancy.csv,so-fancy,Perl,7,124.0,149.0,191.0,423.0,583.0,647.0,679.0,711.0
Perl,ddclient.csv,ddclient,Perl,94,22.0,56.0,145.0,353.0,397.0,547.0,643.0,1126.0
Perl,owasp-modsecurity-crs.csv,SpiderLabs,C,3,46.0,46.0,294.0,442.0,492.0,512.0,522.0,532.0
Perl,owasp-modsecurity-crs.csv,SpiderLabs,JavaScript,1,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
Perl,owasp-modsecurity-crs.csv,SpiderLabs,Perl,5,16.0,25.0,199.0,199.0,199.0,199.0,199.0,199.0
Perl,owasp-modsecurity-crs.csv,SpiderLabs,Python,10,23.0,33.0,50.0,56.0,69.0,74.0,76.0,79.0
Perl,owasp-modsecurity-crs.csv,SpiderLabs,Ruby,1,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Perl,get_iplayer.csv,get-iplayer,Perl,2,4245.0,5496.0,6747.0,7498.0,7748.0,7848.0,7898.0,7948.0
Perl,MySQLTuner-perl.csv,major,Perl,3,43.0,60.0,3241.0,5150.0,5786.0,6041.0,6168.0,6295.0
Perl,sherloq.csv,GuidoBartoli,C++,3,296.0,391.0,1005.0,1374.0,1497.0,1546.0,1570.0,1595.0
Perl,sherloq.csv,GuidoBartoli,Perl,229,151.0,428.0,1395.0,2876.0,5810.0,8693.0,9604.0,11098.0
Perl,sherloq.csv,GuidoBartoli,Python,58,56.0,107.0,178.0,284.0,344.0,466.0,534.0,630.0
Perl,ABTestingGateway.csv,CNSRE,Lua,49,49.0,74.0,124.0,227.0,276.0,316.0,355.0,497.0
Perl,ABTestingGateway.csv,CNSRE,Python,2,218.0,333.0,448.0,517.0,540.0,550.0,554.0,559.0
Perl,openfortivpn.csv,adrienverge,C,10,204.0,544.0,671.0,1020.0,1050.0,1062.0,1068.0,1074.0
Perl,openfortivpn.csv,adrienverge,Perl,1,6034.0,6034.0,6034.0,6034.0,6034.0,6034.0,6034.0,6034.0
Perl,openfortivpn.csv,adrienverge,Python,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Perl,nikto.csv,sullo,Perl,3,160.0,255.0,2579.0,3973.0,4438.0,4624.0,4717.0,4810.0
Perl,everything-curl.csv,curl,Lua,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
Perl,everything-curl.csv,curl,Perl,8,40.0,47.0,71.0,119.0,128.0,132.0,134.0,136.0
Perl,rcm.csv,thoughtbot,Python,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
Perl,sanoid.csv,jimsalterjrs,Perl,3,680.0,1253.0,1483.0,1621.0,1667.0,1686.0,1695.0,1704.0
Perl,cloc.csv,AlDanial,C,8,5.0,6.0,17.0,117.0,202.0,236.0,253.0,270.0
Perl,cloc.csv,AlDanial,C#,5,5.0,9.0,9.0,14.0,16.0,17.0,17.0,17.0
Perl,cloc.csv,AlDanial,C++,12,5.0,6.0,13.0,167.0,265.0,305.0,325.0,345.0
Perl,cloc.csv,AlDanial,Elixir,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Perl,cloc.csv,AlDanial,Go,4,9.0,11.0,13.0,16.0,17.0,18.0,18.0,18.0
Perl,cloc.csv,AlDanial,Haskell,4,3.0,6.0,12.0,18.0,20.0,20.0,21.0,21.0
Perl,cloc.csv,AlDanial,Java,8,7.0,9.0,15.0,29.0,31.0,31.0,32.0,32.0
Perl,cloc.csv,AlDanial,JavaScript,5,1.0,1.0,1.0,8.0,9.0,10.0,11.0,11.0
Perl,cloc.csv,AlDanial,Kotlin,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Perl,cloc.csv,AlDanial,Lua,4,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
Perl,cloc.csv,AlDanial,Objective-C,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Perl,cloc.csv,AlDanial,PHP,2,12.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0
Perl,cloc.csv,AlDanial,Perl,8,64.0,479.0,4357.0,13156.0,13239.0,13273.0,13289.0,13306.0
Perl,cloc.csv,AlDanial,Python,7,2.0,2.0,5.0,10.0,12.0,12.0,13.0,13.0
Perl,cloc.csv,AlDanial,Ruby,1,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
Perl,cloc.csv,AlDanial,Scala,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Perl,cloc.csv,AlDanial,Swift,3,2.0,2.0,34.0,53.0,59.0,62.0,63.0,64.0
Perl,cloc.csv,AlDanial,TypeScript,4,7.0,34.0,131.0,259.0,301.0,318.0,327.0,335.0
Perl,a-shell.csv,holzschu,C,8,14.0,39.0,203.0,314.0,341.0,351.0,357.0,362.0
Perl,a-shell.csv,holzschu,C++,9,31.0,56.0,84.0,630.0,1669.0,2085.0,2293.0,2501.0
Perl,a-shell.csv,holzschu,JavaScript,8092,4.0,12.0,50.0,152.0,287.0,427.0,610.0,1088.0
Perl,a-shell.csv,holzschu,Lua,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Perl,a-shell.csv,holzschu,Objective-C,1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Perl,a-shell.csv,holzschu,Perl,1314,23.0,75.0,285.0,937.0,1361.0,1562.0,1833.0,3196.0
Perl,a-shell.csv,holzschu,Python,12,22.0,80.0,183.0,468.0,502.0,508.0,511.0,514.0
Perl,a-shell.csv,holzschu,Swift,24,49.0,132.0,322.0,1420.0,4089.0,5420.0,6107.0,6794.0
Perl,a-shell.csv,holzschu,TypeScript,170,3.0,12.0,59.0,143.0,340.0,396.0,413.0,657.0
Perl,git-it-electron.csv,jlord,JavaScript,30,27.0,40.0,78.0,121.0,161.0,242.0,405.0,568.0
Perl,git-it-electron.csv,jlord,Perl,1378,24.0,71.0,253.0,803.0,1203.0,1399.0,1861.0,3398.0
Ruby,ruby.csv,ruby,C,501,30.0,134.0,498.0,1811.0,3279.0,4588.0,5869.0,7339.0
Ruby,ruby.csv,ruby,C++,4,10.0,11.0,197.0,530.0,641.0,686.0,708.0,730.0
Ruby,ruby.csv,ruby,JavaScript,4,76.0,84.0,111.0,145.0,156.0,161.0,163.0,165.0
Ruby,ruby.csv,ruby,Perl,7,9.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0
Ruby,ruby.csv,ruby,Python,21,8.0,13.0,90.0,186.0,456.0,516.0,546.0,576.0
Ruby,ruby.csv,ruby,Ruby,7965,10.0,27.0,73.0,205.0,388.0,576.0,775.0,1267.0
Ruby,ruby.csv,ruby,Rust,71,50.0,99.0,241.0,988.0,1314.0,1524.0,2381.0,4355.0
Ruby,devise.csv,heartcombo,Ruby,206,11.0,26.0,76.0,147.0,221.0,293.0,303.0,393.0
Ruby,mastodon.csv,mastodon,JavaScript,161,19.0,35.0,83.0,164.0,207.0,331.0,484.0,619.0
Ruby,mastodon.csv,mastodon,Ruby,2600,10.0,22.0,47.0,95.0,144.0,193.0,239.0,323.0
Ruby,mastodon.csv,mastodon,TypeScript,238,17.0,38.0,78.0,159.0,200.0,261.0,299.0,348.0
Ruby,homebrew-cask.csv,Homebrew,Python,6,20.0,22.0,29.0,125.0,172.0,191.0,201.0,210.0
Ruby,homebrew-cask.csv,Homebrew,Ruby,7192,12.0,18.0,24.0,31.0,38.0,46.0,55.0,78.0
Ruby,postal.csv,postalserver,JavaScript,3,76.0,151.0,1231.0,1879.0,2095.0,2182.0,2225.0,2268.0
Ruby,postal.csv,postalserver,Ruby,293,10.0,24.0,56.0,132.0,235.0,294.0,372.0,482.0
Ruby,quine-relay.csv,mame,C,2,131.0,234.0,337.0,398.0,419.0,427.0,431.0,435.0
Ruby,quine-relay.csv,mame,JavaScript,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Ruby,quine-relay.csv,mame,Ruby,29,42.0,69.0,107.0,180.0,359.0,624.0,886.0,1148.0
Ruby,linguist.csv,github-linguist,C,24,32.0,149.0,1179.0,1829.0,1955.0,4887.0,7048.0,9209.0
Ruby,linguist.csv,github-linguist,C#,7,14.0,16.0,72.0,128.0,133.0,135.0,136.0,137.0
Ruby,linguist.csv,github-linguist,C++,23,77.0,257.0,454.0,807.0,946.0,1696.0,2172.0,2648.0
Ruby,linguist.csv,github-linguist,Dart,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Ruby,linguist.csv,github-linguist,Elixir,10,59.0,140.0,210.0,320.0,332.0,337.0,340.0,342.0
Ruby,linguist.csv,github-linguist,Go,19,33.0,77.0,113.0,341.0,684.0,727.0,748.0,769.0
Ruby,linguist.csv,github-linguist,Haskell,5,17.0,36.0,41.0,63.0,70.0,73.0,75.0,76.0
Ruby,linguist.csv,github-linguist,Java,11,145.0,275.0,459.0,488.0,497.0,501.0,503.0,505.0
Ruby,linguist.csv,github-linguist,JavaScript,32,8.0,37.0,665.0,1361.0,4167.0,5944.0,6124.0,6304.0
Ruby,linguist.csv,github-linguist,Kotlin,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Ruby,linguist.csv,github-linguist,Lua,6,19.0,52.0,347.0,612.0,701.0,736.0,754.0,772.0
Ruby,linguist.csv,github-linguist,Objective-C,12,41.0,119.0,428.0,2146.0,2990.0,3334.0,3506.0,3678.0
Ruby,linguist.csv,github-linguist,PHP,19,11.0,33.0,141.0,520.0,731.0,1258.0,1522.0,1786.0
Ruby,linguist.csv,github-linguist,Perl,39,7.0,48.0,147.0,611.0,1233.0,1254.0,1311.0,1395.0
Ruby,linguist.csv,github-linguist,Python,20,28.0,51.0,163.0,666.0,1235.0,1254.0,1264.0,1274.0
Ruby,linguist.csv,github-linguist,Ruby,68,16.0,57.0,137.0,283.0,479.0,519.0,826.0,1082.0
Ruby,linguist.csv,github-linguist,Rust,5,19.0,42.0,762.0,1101.0,1214.0,1259.0,1281.0,1304.0
Ruby,linguist.csv,github-linguist,Scala,4,43.0,56.0,87.0,131.0,146.0,152.0,155.0,158.0
Ruby,linguist.csv,github-linguist,Swift,43,3.0,8.0,11.0,17.0,21.0,21.0,22.0,23.0
Ruby,linguist.csv,github-linguist,TypeScript,9,67.0,213.0,338.0,439.0,589.0,649.0,679.0,709.0
Ruby,CocoaPods.csv,CocoaPods,C,1,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0
Ruby,CocoaPods.csv,CocoaPods,Objective-C,204,5.0,8.0,61.0,281.0,682.0,907.0,1014.0,1399.0
Ruby,CocoaPods.csv,CocoaPods,Ruby,346,19.0,42.0,112.0,262.0,454.0,723.0,801.0,1079.0
Ruby,CocoaPods.csv,CocoaPods,Swift,73,9.0,15.0,19.0,55.0,104.0,132.0,143.0,150.0
Ruby,tmuxinator.csv,tmuxinator,Ruby,30,16.0,40.0,107.0,363.0,520.0,624.0,700.0,776.0
Ruby,discourse.csv,discourse,JavaScript,2751,14.0,38.0,92.0,188.0,314.0,429.0,575.0,960.0
Ruby,discourse.csv,discourse,Ruby,5818,10.0,24.0,68.0,193.0,328.0,479.0,623.0,968.0
Ruby,huginn.csv,huginn,JavaScript,37,28.0,84.0,167.0,371.0,1757.0,1936.0,3591.0,5694.0
Ruby,huginn.csv,huginn,Ruby,446,14.0,45.0,96.0,177.0,292.0,415.0,473.0,547.0
Ruby,faker.csv,faker-ruby,Ruby,560,15.0,21.0,40.0,68.0,101.0,142.0,196.0,258.0
Ruby,homebrew-core.csv,Homebrew,JavaScript,1,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
Ruby,homebrew-core.csv,Homebrew,Ruby,7199,33.0,42.0,55.0,80.0,110.0,142.0,164.0,223.0
Ruby,chatwoot.csv,chatwoot,JavaScript,753,22.0,47.0,91.0,161.0,226.0,273.0,320.0,440.0
Ruby,chatwoot.csv,chatwoot,Ruby,1448,9.0,23.0,53.0,101.0,151.0,199.0,238.0,326.0
Ruby,chatwoot.csv,chatwoot,TypeScript,3,31.0,42.0,63.0,76.0,80.0,82.0,83.0,84.0
Ruby,fastlane.csv,fastlane,C,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Ruby,fastlane.csv,fastlane,Java,22,15.0,33.0,51.0,85.0,96.0,153.0,186.0,218.0
Ruby,fastlane.csv,fastlane,JavaScript,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ruby,fastlane.csv,fastlane,Lua,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ruby,fastlane.csv,fastlane,Objective-C,50,7.0,11.0,17.0,18.0,19.0,22.0,26.0,51.0
Ruby,fastlane.csv,fastlane,Ruby,1266,27.0,58.0,120.0,223.0,302.0,392.0,451.0,578.0
Ruby,fastlane.csv,fastlane,Swift,66,4.0,15.0,59.0,131.0,229.0,238.0,246.0,3394.0
Ruby,brew.csv,Homebrew,Ruby,1600,14.0,37.0,89.0,204.0,346.0,456.0,555.0,828.0
Ruby,brew.csv,Homebrew,Swift,3,30.0,36.0,52.0,61.0,64.0,66.0,66.0,67.0
Ruby,sinatra.csv,sinatra,Ruby,159,24.0,51.0,96.0,237.0,403.0,587.0,752.0,1477.0
Ruby,sidekiq.csv,sidekiq,JavaScript,8,2.0,72.0,160.0,197.0,230.0,243.0,249.0,256.0
Ruby,sidekiq.csv,sidekiq,Ruby,157,9.0,46.0,108.0,203.0,306.0,385.0,511.0,773.0
Ruby,diaspora.csv,diaspora,JavaScript,263,17.0,37.0,85.0,159.0,222.0,278.0,341.0,389.0
Ruby,diaspora.csv,diaspora,Ruby,913,13.0,28.0,59.0,133.0,210.0,311.0,396.0,470.0
Ruby,rubocop.csv,rubocop,Ruby,1576,33.0,70.0,143.0,312.0,504.0,622.0,742.0,1056.0
Ruby,vagrant.csv,hashicorp,C,1,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
Ruby,vagrant.csv,hashicorp,Go,264,27.0,66.0,158.0,367.0,556.0,748.0,878.0,1265.0
Ruby,vagrant.csv,hashicorp,JavaScript,8,3.0,4.0,11.0,21.0,25.0,27.0,28.0,29.0
Ruby,vagrant.csv,hashicorp,Perl,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ruby,vagrant.csv,hashicorp,Ruby,1596,19.0,37.0,77.0,156.0,246.0,321.0,460.0,650.0
Ruby,jekyll.csv,jekyll,JavaScript,5,1.0,1.0,1.0,642.0,856.0,941.0,984.0,1027.0
Ruby,jekyll.csv,jekyll,PHP,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Ruby,jekyll.csv,jekyll,Ruby,189,22.0,47.0,108.0,214.0,295.0,342.0,404.0,574.0
Ruby,capistrano.csv,capistrano,JavaScript,20,46.0,156.0,329.0,381.0,407.0,505.0,554.0,603.0
Ruby,capistrano.csv,capistrano,Ruby,103,14.0,40.0,75.0,122.0,181.0,253.0,277.0,288.0
Ruby,rails.csv,rails,JavaScript,66,4.0,38.0,71.0,575.0,867.0,1033.0,2961.0,6606.0
Ruby,rails.csv,rails,Ruby,3270,17.0,40.0,104.0,243.0,413.0,624.0,815.0,1183.0
Ruby,metasploit-framework.csv,rapid7,C,329,48.0,136.0,281.0,486.0,728.0,861.0,1101.0,1355.0
Ruby,metasploit-framework.csv,rapid7,C#,17,3.0,15.0,48.0,255.0,419.0,475.0,503.0,531.0
Ruby,metasploit-framework.csv,rapid7,C++,177,37.0,106.0,282.0,584.0,899.0,1181.0,1469.0,1799.0
Ruby,metasploit-framework.csv,rapid7,Go,7,65.0,87.0,139.0,146.0,149.0,151.0,151.0,152.0
Ruby,metasploit-framework.csv,rapid7,Java,75,22.0,39.0,59.0,116.0,150.0,184.0,198.0,230.0
Ruby,metasploit-framework.csv,rapid7,JavaScript,19,27.0,55.0,132.0,194.0,284.0,295.0,301.0,307.0
Ruby,metasploit-framework.csv,rapid7,Objective-C,28,60.0,128.0,218.0,672.0,866.0,1066.0,1214.0,1361.0
Ruby,metasploit-framework.csv,rapid7,PHP,1,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Ruby,metasploit-framework.csv,rapid7,Python,55,42.0,73.0,132.0,215.0,282.0,350.0,364.0,442.0
Ruby,metasploit-framework.csv,rapid7,Ruby,7643,48.0,87.0,146.0,234.0,321.0,397.0,477.0,644.0
Ruby,fluentd.csv,fluent,Ruby,451,40.0,89.0,210.0,447.0,730.0,942.0,1119.0,1254.0
Ruby,fpm.csv,jordansissel,Python,5,15.0,19.0,33.0,66.0,77.0,82.0,84.0,86.0
Ruby,fpm.csv,jordansissel,Ruby,63,29.0,66.0,165.0,323.0,483.0,572.0,590.0,728.0
Ruby,gitlabhq.csv,gitlabhq,Go,247,37.0,68.0,128.0,227.0,314.0,423.0,455.0,572.0
Ruby,gitlabhq.csv,gitlabhq,JavaScript,5912,22.0,52.0,111.0,217.0,319.0,404.0,474.0,658.0
Ruby,gitlabhq.csv,gitlabhq,Lua,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Ruby,gitlabhq.csv,gitlabhq,Python,2,58.0,86.0,114.0,130.0,136.0,138.0,139.0,140.0
Ruby,gitlabhq.csv,gitlabhq,Ruby,28305,15.0,31.0,69.0,146.0,219.0,298.0,378.0,548.0
Ruby,maybe.csv,maybe-finance,JavaScript,68,1.0,1.0,26.0,63.0,120.0,132.0,162.0,273.0
Ruby,maybe.csv,maybe-finance,Ruby,473,7.0,15.0,37.0,65.0,91.0,120.0,133.0,185.0
Ruby,spree.csv,spree,JavaScript,4,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0
Ruby,spree.csv,spree,Ruby,1486,13.0,24.0,50.0,118.0,200.0,260.0,356.0,531.0
Objective-C,FLEX.csv,FLEXTool,C,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0
Objective-C,FLEX.csv,FLEXTool,Objective-C,180,49.0,99.0,186.0,311.0,454.0,558.0,669.0,956.0
Objective-C,FLEX.csv,FLEXTool,Python,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Objective-C,FLEX.csv,FLEXTool,Ruby,1,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
Objective-C,FLEX.csv,FLEXTool,Swift,4,44.0,68.0,86.0,90.0,91.0,92.0,92.0,92.0
Objective-C,SVProgressHUD.csv,SVProgressHUD,Objective-C,9,7.0,18.0,103.0,339.0,726.0,882.0,959.0,1037.0
Objective-C,SVProgressHUD.csv,SVProgressHUD,Ruby,1,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
Objective-C,SVProgressHUD.csv,SVProgressHUD,Swift,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
Objective-C,WeChatPlugin-MacOS.csv,TKkk-iOSer,C,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Objective-C,WeChatPlugin-MacOS.csv,TKkk-iOSer,Objective-C,34,19.0,51.0,116.0,232.0,347.0,465.0,486.0,506.0
Objective-C,WeChatPlugin-MacOS.csv,TKkk-iOSer,Python,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
Objective-C,CocoaLumberjack.csv,CocoaLumberjack,C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Objective-C,CocoaLumberjack.csv,CocoaLumberjack,JavaScript,1,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0
Objective-C,CocoaLumberjack.csv,CocoaLumberjack,Objective-C,123,8.0,32.0,108.0,273.0,504.0,894.0,1150.0,1397.0
Objective-C,CocoaLumberjack.csv,CocoaLumberjack,Swift,18,30.0,64.0,129.0,182.0,316.0,430.0,486.0,543.0
Objective-C,JSPatch.csv,bang590,C,4,223.0,845.0,1469.0,1489.0,1495.0,1498.0,1499.0,1500.0
Objective-C,JSPatch.csv,bang590,JavaScript,29,18.0,43.0,89.0,192.0,350.0,807.0,1548.0,2289.0
Objective-C,JSPatch.csv,bang590,Objective-C,61,16.0,34.0,106.0,206.0,376.0,452.0,515.0,998.0
Objective-C,JSPatch.csv,bang590,PHP,1,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
Objective-C,JSPatch.csv,bang590,Ruby,1,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
Objective-C,JSPatch.csv,bang590,Swift,3,17.0,28.0,33.0,36.0,37.0,38.0,38.0,38.0
Objective-C,realm-swift.csv,realm,Objective-C,80,17.0,66.0,343.0,1184.0,1841.0,5056.0,6811.0,8471.0
Objective-C,realm-swift.csv,realm,Python,5,113.0,121.0,122.0,166.0,180.0,186.0,189.0,192.0
Objective-C,realm-swift.csv,realm,Ruby,10,62.0,78.0,135.0,178.0,191.0,196.0,198.0,201.0
Objective-C,realm-swift.csv,realm,Swift,185,44.0,155.0,467.0,1005.0,1302.0,1686.0,1747.0,2509.0
Objective-C,GitUp.csv,git-up,Objective-C,126,51.0,146.0,281.0,620.0,881.0,1008.0,1084.0,1379.0
Objective-C,GitUp.csv,git-up,Swift,1,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
Objective-C,iCarousel.csv,nicklockwood,Objective-C,176,17.0,57.0,167.0,240.0,324.0,516.0,552.0,687.0
Objective-C,iCarousel.csv,nicklockwood,Swift,3,25.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
Objective-C,SDWebImage.csv,SDWebImage,Objective-C,104,32.0,64.0,235.0,556.0,687.0,864.0,873.0,878.0
Objective-C,SDWebImage.csv,SDWebImage,Ruby,3,25.0,26.0,34.0,39.0,41.0,42.0,42.0,42.0
Objective-C,SDWebImage.csv,SDWebImage,Swift,6,17.0,28.0,40.0,68.0,82.0,88.0,91.0,94.0
Objective-C,MJRefresh.csv,CoderMJLee,Objective-C,44,29.0,68.0,102.0,134.0,196.0,231.0,244.0,249.0
Objective-C,MJRefresh.csv,CoderMJLee,Ruby,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Objective-C,MJRefresh.csv,CoderMJLee,Swift,7,19.0,23.0,44.0,66.0,67.0,68.0,68.0,68.0
Objective-C,chameleon.csv,vicc,Objective-C,15,11.0,25.0,279.0,627.0,655.0,675.0,685.0,695.0
Objective-C,chameleon.csv,vicc,Ruby,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Objective-C,chameleon.csv,vicc,Swift,6,9.0,39.0,73.0,125.0,150.0,160.0,166.0,171.0
Objective-C,fmdb.csv,ccgus,Objective-C,17,97.0,194.0,279.0,1004.0,1153.0,1201.0,1225.0,1249.0
Objective-C,fmdb.csv,ccgus,Ruby,1,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
Objective-C,fmdb.csv,ccgus,Swift,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Objective-C,MBProgressHUD.csv,jdg,Objective-C,8,7.0,18.0,323.0,531.0,724.0,801.0,839.0,878.0
